buyer_id,date,hour,spend
21,5/24/18,9,$7.30 
21,5/24/18,10,$7.80 
21,5/24/18,11,$8.83 
21,5/24/18,12,$9.42 
21,5/24/18,13,$10.33 
21,5/24/18,14,$11.61 
21,5/24/18,15,$9.72 
21,5/24/18,16,$9.61 
21,5/24/18,17,$10.91 
21,5/24/18,18,$11.03 
21,5/24/18,19,$11.19 
21,5/24/18,20,$12.02 
21,5/24/18,21,$13.60 
21,5/24/18,22,$11.05 
21,5/24/18,23,$10.67 
21,5/25/18,0,$7.90 
21,5/25/18,1,$8.88 
21,5/25/18,2,$8.94 
21,5/25/18,3,$9.07 
21,5/25/18,4,$8.98 
21,5/25/18,5,$8.48 
21,5/25/18,6,$8.58 
21,5/25/18,7,$9.12 
21,5/25/18,8,$9.46 
21,5/25/18,9,$10.16 
21,5/25/18,10,$11.13 
21,5/25/18,11,$11.72 
21,5/25/18,12,$11.08 
21,5/25/18,13,$10.98 
21,5/25/18,14,$10.12 
21,5/25/18,15,$9.86 
21,5/25/18,16,$10.23 
21,5/25/18,17,$10.49 
21,5/25/18,18,$10.43 
21,5/25/18,19,$11.20 
21,5/25/18,20,$11.59 
21,5/25/18,21,$12.96 
21,5/25/18,22,$8.30 
21,5/25/18,23,$7.39 
21,5/26/18,0,$7.87 
21,5/26/18,1,$7.99 
21,5/26/18,2,$9.20 
21,5/26/18,3,$8.75 
21,5/26/18,4,$8.75 
21,5/26/18,5,$8.23 
21,5/26/18,6,$8.58 
21,5/26/18,7,$8.47 
21,5/26/18,8,$9.16 
21,5/26/18,9,$9.98 
21,5/26/18,10,$10.76 
21,5/26/18,11,$11.46 
21,5/26/18,12,$11.67 
21,5/26/18,13,$11.67 
21,5/26/18,14,$10.48 
21,5/26/18,15,$10.14 
21,5/26/18,16,$10.22 
21,5/26/18,17,$10.44 
21,5/26/18,18,$11.88 
21,5/26/18,19,$12.08 
21,5/26/18,20,$12.16 
21,5/26/18,21,$13.90 
21,5/26/18,22,$8.91 
21,5/26/18,23,$8.41 
21,5/27/18,0,$8.44 
21,5/27/18,1,$8.84 
21,5/27/18,2,$9.70 
21,5/27/18,3,$8.78 
21,5/27/18,4,$9.52 
21,5/27/18,5,$9.07 
21,5/27/18,6,$8.74 
21,5/27/18,7,$8.87 
21,5/27/18,8,$9.41 
21,5/27/18,9,$10.43 
21,5/27/18,10,$11.57 
21,5/27/18,11,$12.29 
21,5/27/18,12,$12.87 
21,5/27/18,13,$14.19 
21,5/27/18,14,$13.70 
21,5/27/18,15,$13.28 
21,5/27/18,16,$12.59 
21,5/27/18,17,$12.51 
21,5/27/18,18,$12.12 
21,5/27/18,19,$12.68 
21,5/27/18,20,$12.39 
21,5/27/18,21,$13.19 
21,5/27/18,22,$9.25 
21,5/27/18,23,$8.80 
21,5/28/18,0,$7.92 
21,5/28/18,1,$8.48 
21,5/28/18,2,$8.88 
21,5/28/18,3,$8.12 
21,5/28/18,4,$8.35 
21,5/28/18,5,$8.28 
21,5/28/18,6,$8.26 
21,5/28/18,7,$8.58 
21,5/28/18,8,$9.55 
21,5/28/18,9,$10.22 
21,5/28/18,10,$11.21 
21,5/28/18,11,$11.04 
21,5/28/18,12,$11.20 
21,5/28/18,13,$11.25 
21,5/28/18,14,$10.77 
21,5/28/18,15,$10.39 
21,5/28/18,16,$10.30 
21,5/28/18,17,$10.70 
21,5/28/18,18,$10.97 
21,5/28/18,19,$11.03 
21,5/28/18,20,$10.74 
21,5/28/18,21,$11.92 
21,5/28/18,22,$7.79 
21,5/28/18,23,$7.20 
21,5/29/18,0,$7.98 
21,5/29/18,1,$7.53 
21,5/29/18,2,$8.42 
21,5/29/18,3,$7.68 
21,5/29/18,4,$7.73 
21,5/29/18,5,$7.54 
21,5/29/18,6,$7.67 
21,5/29/18,7,$8.23 
21,5/29/18,8,$9.06 
21,5/29/18,9,$10.10 
21,5/29/18,10,$10.93 
21,5/29/18,11,$10.80 
21,5/29/18,12,$11.72 
21,5/29/18,13,$12.39 
21,5/29/18,14,$12.05 
21,5/29/18,15,$12.52 
21,5/29/18,16,$11.16 
21,5/29/18,17,$12.94 
21,5/29/18,18,$11.67 
21,5/29/18,19,$9.89 
21,5/29/18,20,$11.05 
21,5/29/18,21,$12.10 
21,5/29/18,22,$7.69 
21,5/29/18,23,$7.42 
21,5/30/18,0,$12.62 
21,5/30/18,1,$12.76 
21,5/30/18,2,$10.00 
21,5/30/18,3,$9.45 
21,5/30/18,4,$8.19 
21,5/30/18,5,$8.73 
21,5/30/18,6,$9.58 
21,5/30/18,7,$10.13 
21,5/30/18,8,$9.95 
21,5/30/18,9,$11.19 
21,5/30/18,10,$12.50 
21,5/30/18,11,$13.42 
21,5/30/18,12,$12.42 
21,5/30/18,13,$11.23 
21,5/30/18,14,$10.33 
21,5/30/18,15,$10.15 
21,5/30/18,16,$10.63 
21,5/30/18,17,$11.46 
21,5/30/18,18,$11.02 
21,5/30/18,19,$11.04 
21,5/30/18,20,$11.04 
21,5/30/18,21,$11.12 
21,5/30/18,22,$6.97 
21,5/30/18,23,$5.82 
21,5/31/18,0,$11.17 
21,5/31/18,1,$9.64 
21,5/31/18,2,$9.95 
21,5/31/18,3,$9.33 
21,5/31/18,4,$6.72 
21,5/31/18,5,$6.83 
21,5/31/18,6,$7.57 
21,5/31/18,7,$8.48 
21,5/31/18,8,$9.42 
21,5/31/18,9,$10.69 
21,5/31/18,10,$11.73 
21,5/31/18,11,$11.22 
21,5/31/18,12,$10.45 
21,5/31/18,13,$11.38 
21,5/31/18,14,$11.93 
21,5/31/18,15,$12.35 
21,5/31/18,16,$13.45 
21,5/31/18,17,$12.21 
21,5/31/18,18,$11.12 
21,5/31/18,19,$10.53 
21,5/31/18,20,$10.88 
21,5/31/18,21,$11.61 
21,5/31/18,22,$6.86 
21,5/31/18,23,$7.18 
21,6/1/18,0,$9.06 
21,6/1/18,1,$7.32 
21,6/1/18,2,$7.23 
21,6/1/18,3,$6.95 
21,6/1/18,4,$9.85 
21,6/1/18,5,$8.57 
21,6/1/18,6,$8.54 
21,6/1/18,7,$8.98 
21,6/1/18,8,$9.62 
21,6/1/18,9,$10.21 
21,6/1/18,10,$11.51 
21,6/1/18,11,$12.36 
21,6/1/18,12,$11.99 
21,6/1/18,13,$10.94 
21,6/1/18,14,$10.75 
21,6/1/18,15,$11.55 
21,6/1/18,16,$12.84 
21,6/1/18,17,$12.67 
21,6/1/18,18,$12.33 
21,6/1/18,19,$12.42 
21,6/1/18,20,$13.14 
21,6/1/18,21,$13.61 
21,6/1/18,22,$9.09 
21,6/1/18,23,$8.02 
21,6/2/18,0,$12.72 
21,6/2/18,1,$10.80 
21,6/2/18,2,$8.18 
21,6/2/18,3,$7.57 
21,6/2/18,4,$7.63 
21,6/2/18,5,$7.10 
21,6/2/18,6,$7.57 
21,6/2/18,7,$8.45 
21,6/2/18,8,$9.00 
21,6/2/18,9,$9.90 
21,6/2/18,10,$10.76 
21,6/2/18,11,$10.78 
21,6/2/18,12,$10.52 
21,6/2/18,13,$10.47 
21,6/2/18,14,$10.11 
21,6/2/18,15,$9.83 
21,6/2/18,16,$9.74 
21,6/2/18,17,$9.72 
21,6/2/18,18,$9.94 
21,6/2/18,19,$10.26 
21,6/2/18,20,$11.22 
21,6/2/18,21,$12.24 
21,6/2/18,22,$7.52 
21,6/2/18,23,$6.57 
21,6/3/18,0,$8.44 
21,6/3/18,1,$7.80 
21,6/3/18,2,$7.44 
21,6/3/18,3,$6.97 
21,6/3/18,4,$6.90 
21,6/3/18,5,$7.04 
21,6/3/18,6,$8.03 
21,6/3/18,7,$8.28 
21,6/3/18,8,$9.76 
21,6/3/18,9,$10.35 
21,6/3/18,10,$11.19 
21,6/3/18,11,$10.94 
21,6/3/18,12,$10.62 
21,6/3/18,13,$10.64 
21,6/3/18,14,$10.71 
21,6/3/18,15,$10.68 
21,6/3/18,16,$10.41 
21,6/3/18,17,$10.53 
21,6/3/18,18,$10.81 
21,6/3/18,19,$10.82 
21,6/3/18,20,$11.15 
21,6/3/18,21,$12.14 
21,6/3/18,22,$8.12 
21,6/3/18,23,$8.40 
21,6/4/18,0,$8.59 
21,6/4/18,1,$7.50 
21,6/4/18,2,$7.51 
21,6/4/18,3,$7.22 
21,6/4/18,4,$7.14 
21,6/4/18,5,$7.50 
21,6/4/18,6,$7.96 
21,6/4/18,7,$8.09 
21,6/4/18,8,$9.06 
21,6/4/18,9,$10.47 
21,6/4/18,10,$11.37 
21,6/4/18,11,$11.56 
21,6/4/18,12,$11.88 
21,6/4/18,13,$12.58 
21,6/4/18,14,$11.12 
21,6/4/18,15,$10.55 
21,6/4/18,16,$10.81 
21,6/4/18,17,$11.07 
21,6/4/18,18,$11.20 
21,6/4/18,19,$12.58 
21,6/4/18,20,$17.20 
21,6/4/18,21,$17.34 
21,6/4/18,22,$12.24 
21,6/4/18,23,$13.26 
21,6/5/18,0,$12.56 
21,6/5/18,2,$11.03 
21,6/5/18,3,$10.04 
21,6/5/18,4,$8.92 
21,6/5/18,5,$8.39 
22,5/26/18,6,$0.48 
22,5/26/18,7,$0.30 
22,5/26/18,8,$0.25 
22,5/26/18,9,$0.19 
22,5/26/18,10,$0.35 
22,5/26/18,11,$0.67 
22,5/26/18,12,$1.20 
22,5/26/18,13,$2.24 
22,5/26/18,14,$2.51 
22,5/26/18,15,$2.28 
22,5/26/18,16,$1.80 
22,5/26/18,17,$1.71 
22,5/26/18,18,$1.79 
22,5/26/18,19,$1.92 
22,5/26/18,20,$1.72 
22,5/26/18,21,$1.21 
22,5/26/18,22,$1.14 
22,5/26/18,23,$1.19 
22,5/27/18,0,$1.50 
22,5/27/18,1,$1.45 
22,5/27/18,2,$1.63 
22,5/27/18,3,$1.48 
22,5/27/18,4,$0.81 
22,5/27/18,5,$0.81 
22,5/27/18,6,$0.60 
22,5/27/18,7,$0.30 
22,5/27/18,8,$0.19 
22,5/27/18,9,$0.18 
22,5/27/18,10,$0.31 
22,5/27/18,11,$0.61 
22,5/27/18,12,$1.29 
22,5/27/18,13,$1.70 
22,5/27/18,14,$1.81 
22,5/27/18,15,$1.72 
22,5/27/18,16,$1.83 
22,5/27/18,17,$1.86 
22,5/27/18,18,$1.79 
22,5/27/18,19,$1.66 
22,5/27/18,20,$1.73 
22,5/27/18,21,$1.37 
22,5/27/18,22,$1.14 
22,5/27/18,23,$1.11 
22,5/28/18,0,$1.42 
22,5/28/18,1,$1.59 
22,5/28/18,2,$1.48 
22,5/28/18,3,$1.42 
22,5/28/18,4,$0.67 
22,5/28/18,5,$0.49 
22,5/28/18,6,$0.35 
22,5/28/18,7,$0.20 
22,5/28/18,8,$0.21 
22,5/28/18,9,$0.25 
22,5/28/18,10,$0.33 
22,5/28/18,11,$0.73 
22,5/28/18,12,$1.46 
22,5/28/18,13,$2.19 
22,5/28/18,14,$2.72 
22,5/28/18,15,$3.12 
22,5/28/18,16,$3.34 
22,5/28/18,17,$3.01 
22,5/28/18,18,$3.84 
22,5/28/18,19,$3.64 
22,5/28/18,20,$2.93 
22,5/28/18,21,$2.92 
22,5/28/18,22,$2.98 
22,5/28/18,23,$2.47 
22,5/29/18,0,$2.06 
22,5/29/18,1,$2.41 
22,5/29/18,2,$2.35 
22,5/29/18,3,$2.35 
22,5/29/18,4,$0.88 
22,5/29/18,5,$0.47 
22,5/29/18,6,$0.31 
22,5/29/18,7,$0.18 
22,5/29/18,8,$0.12 
22,5/29/18,9,$0.18 
22,5/29/18,10,$0.46 
22,5/29/18,11,$0.94 
22,5/29/18,12,$1.66 
22,5/29/18,13,$3.05 
22,5/29/18,14,$4.32 
22,5/29/18,15,$5.08 
22,5/29/18,16,$7.35 
22,5/29/18,17,$9.93 
22,5/29/18,18,$11.59 
22,5/29/18,19,$11.41 
22,5/29/18,20,$9.93 
22,5/29/18,21,$6.73 
22,5/29/18,22,$5.23 
22,5/29/18,23,$4.69 
22,5/30/18,0,$3.66 
22,5/30/18,1,$3.36 
22,5/30/18,2,$1.26 
22,5/30/18,3,$0.02 
22,5/30/18,4,$0.73 
22,5/30/18,5,$0.45 
22,5/30/18,6,$0.23 
22,5/30/18,7,$0.15 
22,5/30/18,8,$0.15 
22,5/30/18,9,$0.19 
22,5/30/18,10,$0.44 
22,5/30/18,11,$1.19 
22,5/30/18,12,$2.14 
22,5/30/18,13,$3.36 
22,5/30/18,14,$5.40 
22,5/30/18,15,$6.08 
22,5/30/18,16,$4.84 
22,5/30/18,17,$5.80 
22,5/30/18,18,$5.97 
22,5/30/18,19,$5.95 
22,5/30/18,20,$5.58 
22,5/30/18,21,$5.01 
22,5/30/18,22,$3.63 
22,5/30/18,23,$3.01 
22,5/31/18,0,$1.91 
22,5/31/18,1,$1.25 
22,5/31/18,2,$1.40 
22,5/31/18,3,$1.07 
22,5/31/18,4,$0.61 
22,5/31/18,5,$0.63 
22,5/31/18,6,$0.20 
22,5/31/18,7,$0.22 
22,5/31/18,8,$0.10 
22,5/31/18,9,$0.10 
22,5/31/18,10,$0.24 
22,5/31/18,11,$0.51 
22,5/31/18,12,$0.89 
22,5/31/18,13,$1.11 
22,5/31/18,14,$1.79 
22,5/31/18,15,$2.24 
22,5/31/18,16,$2.37 
22,5/31/18,17,$2.59 
22,5/31/18,18,$4.70 
22,5/31/18,19,$5.88 
22,5/31/18,20,$6.94 
22,5/31/18,21,$5.51 
22,5/31/18,22,$3.69 
22,5/31/18,23,$3.78 
22,6/1/18,0,$4.61 
22,6/1/18,1,$5.03 
22,6/1/18,2,$2.75 
22,6/1/18,3,$0.18 
22,6/1/18,4,$2.00 
22,6/1/18,5,$1.15 
22,6/1/18,6,$0.50 
22,6/1/18,7,$0.33 
22,6/1/18,8,$0.22 
22,6/1/18,9,$0.28 
22,6/1/18,10,$0.71 
22,6/1/18,11,$1.67 
22,6/1/18,12,$2.95 
22,6/1/18,13,$2.54 
22,6/1/18,14,$2.46 
22,6/1/18,15,$1.56 
22,6/1/18,16,$1.52 
22,6/1/18,17,$1.61 
22,6/1/18,18,$0.84 
22,6/1/18,19,$0.67 
22,6/1/18,20,$0.67 
22,6/1/18,21,$0.56 
22,6/1/18,22,$0.49 
22,6/1/18,23,$0.35 
22,6/2/18,0,$0.38 
22,6/2/18,1,$0.49 
22,6/2/18,2,$0.03 
22,6/2/18,3,$0.03 
22,6/2/18,4,$0.80 
22,6/2/18,5,$0.61 
22,6/2/18,6,$0.35 
22,6/2/18,7,$0.19 
22,6/2/18,8,$0.13 
22,6/2/18,9,$0.24 
22,6/2/18,10,$6.30 
22,6/2/18,11,$10.77 
22,6/2/18,12,$18.05 
22,6/2/18,13,$21.74 
22,6/2/18,14,$22.16 
22,6/2/18,15,$18.95 
22,6/2/18,16,$6.81 
22,6/2/18,17,$0.32 
22,6/2/18,18,$0.27 
22,6/2/18,19,$0.23 
22,6/2/18,20,$0.21 
22,6/2/18,21,$0.17 
22,6/2/18,22,$0.11 
22,6/2/18,23,$0.13 
22,6/3/18,0,$0.07 
22,6/3/18,1,$0.06 
22,6/3/18,2,$0.04 
22,6/3/18,3,$0.02 
22,6/3/18,4,$0.31 
22,6/3/18,5,$0.33 
22,6/3/18,6,$0.22 
22,6/3/18,7,$0.17 
22,6/3/18,8,$0.13 
22,6/3/18,9,$0.11 
22,6/3/18,10,$0.25 
22,6/3/18,11,$0.50 
22,6/3/18,12,$1.06 
22,6/3/18,13,$1.88 
22,6/3/18,14,$2.69 
22,6/3/18,15,$3.37 
22,6/3/18,16,$3.63 
22,6/3/18,17,$4.17 
22,6/3/18,18,$3.89 
22,6/3/18,19,$4.84 
22,6/3/18,20,$4.95 
22,6/3/18,21,$6.05 
22,6/3/18,22,$4.88 
22,6/3/18,23,$4.55 
22,6/4/18,0,$3.57 
22,6/4/18,1,$3.97 
22,6/4/18,2,$1.40 
22,6/4/18,3,$0.01 
22,6/4/18,4,$2.08 
22,6/4/18,5,$4.11 
22,6/4/18,6,$2.97 
22,6/4/18,7,$1.58 
22,6/4/18,8,$0.88 
22,6/4/18,9,$2.65 
22,6/4/18,10,$5.24 
22,6/4/18,11,$5.86 
22,6/4/18,12,$5.58 
22,6/4/18,13,$2.79 
22,6/4/18,14,$3.81 
22,6/4/18,15,$3.59 
22,6/4/18,16,$3.47 
22,6/4/18,17,$4.65 
22,6/4/18,18,$6.92 
22,6/4/18,19,$6.95 
22,6/4/18,20,$2.93 
22,6/4/18,21,$1.43 
22,6/4/18,22,$0.91 
22,6/4/18,23,$0.68 
22,6/5/18,0,$0.65 
22,6/5/18,2,$0.66 
22,6/5/18,3,$0.69 
22,6/5/18,4,$0.54 
22,6/5/18,5,$0.67 
22,6/5/18,6,$1.19 
22,6/5/18,7,$1.33 
22,6/5/18,8,$1.84 
22,6/5/18,9,$3.88 
22,6/5/18,10,$9.11 
22,6/5/18,11,$12.67 
22,6/5/18,12,$14.75 
22,6/5/18,13,$13.47 
22,6/5/18,14,$9.53 
22,6/5/18,15,$10.86 
22,6/5/18,16,$7.88 
22,6/5/18,17,$4.89 
22,6/5/18,18,$4.34 
22,6/5/18,19,$2.77 
22,6/5/18,20,$1.61 
22,6/5/18,21,$8.46 
22,6/5/18,22,$4.17 
22,6/5/18,23,$0.54 
22,6/6/18,0,$0.47 
22,6/6/18,1,$0.53 
22,6/6/18,2,$0.53 
22,6/6/18,3,$0.42 
22,6/6/18,4,$6.71 
22,6/6/18,5,$3.15 
22,6/6/18,6,$1.16 
22,6/6/18,7,$0.60 
22,6/6/18,8,$0.55 
22,6/6/18,9,$0.68 
22,6/6/18,10,$1.55 
22,6/6/18,11,$2.67 
22,6/6/18,12,$4.59 
22,6/6/18,13,$5.73 
22,6/6/18,14,$6.59 
22,6/6/18,16,$7.41 
22,6/6/18,17,$8.67 
22,6/6/18,18,$9.56 
22,6/6/18,19,$8.35 
22,6/6/18,20,$8.67 
22,6/6/18,21,$7.73 
22,6/6/18,22,$7.45 
22,6/6/18,23,$2.80 
22,6/7/18,0,$1.10 
22,6/7/18,1,$1.11 
22,6/7/18,2,$0.79 
22,6/7/18,3,$0.44 
22,6/7/18,4,$2.99 
22,6/7/18,5,$2.25 
22,6/7/18,6,$2.05 
22,6/7/18,7,$1.55 
22,6/7/18,8,$1.26 
22,6/7/18,9,$2.01 
22,6/7/18,10,$4.34 
22,6/7/18,11,$8.35 
22,6/7/18,12,$11.88 
22,6/7/18,13,$10.19 
22,6/7/18,14,$6.42 
22,6/7/18,15,$4.06 
22,6/7/18,16,$2.96 
22,6/7/18,17,$2.57 
22,6/7/18,18,$3.02 
22,6/7/18,19,$6.39 
22,6/7/18,20,$6.48 
22,6/7/18,21,$9.88 
22,6/7/18,22,$9.30 
22,6/7/18,23,$6.02 
22,6/8/18,0,$3.37 
22,6/8/18,4,$0.78 
22,6/8/18,5,$0.66 
22,6/8/18,6,$0.53 
22,6/8/18,7,$0.44 
22,6/8/18,8,$0.38 
22,6/8/18,9,$0.86 
22,6/8/18,10,$1.71 
22,6/8/18,11,$3.81 
22,6/8/18,12,$5.01 
22,6/8/18,13,$5.96 
22,6/8/18,14,$6.08 
22,6/8/18,15,$6.60 
22,6/8/18,16,$7.51 
22,6/8/18,17,$8.60 
22,6/8/18,18,$7.86 
22,6/8/18,19,$6.26 
22,6/8/18,20,$3.83 
22,6/8/18,21,$2.37 
22,6/8/18,22,$1.81 
22,6/8/18,23,$0.82 
22,6/9/18,0,$0.28 
22,6/9/18,1,$0.01 
22,6/9/18,2,$0.00 
22,6/9/18,4,$4.58 
22,6/9/18,5,$2.78 
22,6/9/18,6,$1.51 
22,6/9/18,7,$0.98 
22,6/9/18,8,$0.85 
22,6/9/18,9,$1.30 
22,6/9/18,10,$2.74 
22,6/9/18,11,$5.83 
22,6/9/18,12,$7.41 
22,6/9/18,13,$7.67 
22,6/9/18,14,$6.20 
22,6/9/18,15,$4.36 
22,6/9/18,16,$2.66 
22,6/9/18,17,$1.91 
22,6/9/18,18,$1.83 
22,6/9/18,19,$1.82 
22,6/9/18,20,$2.41 
22,6/9/18,21,$2.87 
22,6/9/18,22,$3.29 
22,6/9/18,23,$2.96 
22,6/10/18,0,$3.31 
22,6/10/18,1,$1.14 
22,6/10/18,4,$1.86 
22,6/10/18,5,$1.50 
22,6/10/18,6,$1.11 
22,6/10/18,7,$0.88 
22,6/10/18,8,$0.87 
22,6/10/18,9,$1.18 
22,6/10/18,10,$2.54 
22,6/10/18,11,$6.05 
22,6/10/18,12,$9.47 
22,6/10/18,13,$9.29 
22,6/10/18,14,$6.52 
22,6/10/18,15,$4.03 
22,6/10/18,16,$2.87 
22,6/10/18,17,$2.10 
22,6/10/18,18,$1.55 
22,6/10/18,19,$1.57 
22,6/10/18,20,$1.67 
22,6/10/18,21,$1.89 
22,6/10/18,22,$2.43 
22,6/10/18,23,$3.68 
22,6/11/18,0,$5.24 
22,6/11/18,1,$1.21 
22,6/11/18,4,$1.32 
22,6/11/18,5,$1.01 
22,6/11/18,6,$0.67 
22,6/11/18,7,$0.55 
22,6/11/18,8,$0.59 
22,6/11/18,9,$1.24 
22,6/11/18,10,$2.82 
22,6/11/18,11,$4.51 
22,6/11/18,12,$4.85 
22,6/11/18,13,$4.26 
22,6/11/18,14,$3.47 
22,6/11/18,15,$3.44 
22,6/11/18,16,$2.85 
22,6/11/18,17,$2.92 
22,6/11/18,18,$2.81 
22,6/11/18,19,$1.52 
22,6/11/18,20,$3.44 
22,6/11/18,21,$4.06 
22,6/11/18,22,$4.45 
22,6/11/18,23,$5.41 
22,6/12/18,0,$6.96 
22,6/12/18,1,$2.31 
22,6/12/18,4,$2.06 
22,6/12/18,5,$1.25 
32,5/26/18,22,$9.83 
32,5/26/18,23,$9.23 
32,5/27/18,0,$9.15 
32,5/27/18,1,$11.47 
32,5/27/18,2,$12.14 
32,5/27/18,3,$11.23 
32,5/27/18,4,$6.34 
32,5/27/18,5,$4.44 
32,5/27/18,6,$3.23 
32,5/27/18,7,$1.99 
32,5/27/18,8,$1.61 
32,5/27/18,9,$2.24 
32,5/27/18,10,$4.86 
32,5/27/18,11,$8.03 
32,5/27/18,12,$10.39 
32,5/27/18,13,$8.83 
32,5/27/18,14,$12.55 
32,5/27/18,15,$14.43 
32,5/27/18,16,$12.88 
32,5/27/18,17,$12.84 
32,5/27/18,18,$12.70 
32,5/27/18,19,$14.51 
32,5/27/18,20,$16.26 
32,5/27/18,21,$14.78 
32,5/27/18,22,$16.01 
32,5/27/18,23,$13.15 
32,5/28/18,0,$13.08 
32,5/28/18,1,$15.54 
32,5/28/18,2,$15.97 
32,5/28/18,3,$14.89 
32,5/28/18,4,$8.17 
32,5/28/18,5,$6.18 
32,5/28/18,6,$3.89 
32,5/28/18,7,$2.17 
32,5/28/18,8,$2.31 
32,5/28/18,9,$2.66 
32,5/28/18,10,$4.34 
32,5/28/18,11,$10.32 
32,5/28/18,12,$16.32 
32,5/28/18,13,$15.68 
32,5/28/18,14,$20.11 
32,5/28/18,15,$22.96 
32,5/28/18,16,$24.70 
32,5/28/18,17,$22.34 
32,5/28/18,18,$20.52 
32,5/28/18,19,$24.64 
32,5/28/18,20,$24.78 
32,5/28/18,21,$23.24 
32,5/28/18,22,$20.56 
32,5/28/18,23,$22.00 
32,5/29/18,0,$21.39 
32,5/29/18,1,$24.46 
32,5/29/18,2,$24.57 
32,5/29/18,3,$19.80 
32,5/29/18,4,$10.46 
32,5/29/18,5,$6.11 
32,5/29/18,6,$3.80 
32,5/29/18,7,$2.88 
32,5/29/18,8,$2.62 
32,5/29/18,9,$4.91 
32,5/29/18,10,$9.36 
32,5/29/18,11,$15.28 
32,5/29/18,12,$21.08 
32,5/29/18,13,$19.99 
32,5/29/18,14,$26.13 
32,5/29/18,15,$33.43 
32,5/29/18,16,$31.18 
32,5/29/18,17,$25.39 
32,5/29/18,18,$32.29 
32,5/29/18,19,$18.67 
32,5/29/18,20,$19.27 
32,5/29/18,21,$15.54 
32,5/29/18,22,$14.12 
32,5/29/18,23,$14.80 
32,5/30/18,0,$13.46 
32,5/30/18,1,$20.78 
32,5/30/18,2,$15.05 
32,5/30/18,3,$15.82 
32,5/30/18,4,$6.68 
32,5/30/18,5,$5.55 
32,5/30/18,6,$4.01 
32,5/30/18,7,$3.62 
32,5/30/18,8,$3.17 
32,5/30/18,9,$4.06 
32,5/30/18,10,$6.32 
32,5/30/18,11,$8.26 
32,5/30/18,12,$14.34 
32,5/30/18,13,$13.15 
32,5/30/18,14,$17.68 
32,5/30/18,15,$17.50 
32,5/30/18,16,$21.03 
32,5/30/18,17,$17.64 
32,5/30/18,18,$16.71 
32,5/30/18,19,$16.68 
32,5/30/18,20,$20.62 
32,5/30/18,21,$16.45 
32,5/30/18,22,$13.18 
32,5/30/18,23,$17.60 
32,5/31/18,0,$17.48 
32,5/31/18,1,$21.68 
32,5/31/18,2,$20.99 
32,5/31/18,3,$15.67 
32,5/31/18,4,$8.22 
32,5/31/18,5,$5.33 
32,5/31/18,6,$3.79 
32,5/31/18,7,$3.62 
32,5/31/18,8,$3.06 
32,5/31/18,9,$5.48 
32,5/31/18,10,$10.54 
32,5/31/18,11,$16.80 
32,5/31/18,12,$25.46 
32,5/31/18,13,$26.56 
32,5/31/18,14,$27.46 
32,5/31/18,15,$35.00 
32,5/31/18,16,$28.07 
32,5/31/18,17,$25.45 
32,5/31/18,18,$24.33 
32,5/31/18,19,$11.01 
32,5/31/18,20,$1.02 
32,5/31/18,21,$0.98 
32,5/31/18,22,$0.05 
32,6/1/18,4,$0.60 
32,6/1/18,5,$0.99 
32,6/1/18,6,$1.95 
32,6/1/18,7,$1.49 
32,6/1/18,8,$1.47 
32,6/1/18,9,$2.41 
32,6/1/18,10,$3.81 
32,6/1/18,11,$6.93 
32,6/1/18,12,$11.29 
32,6/1/18,13,$20.00 
32,6/1/18,14,$14.35 
32,6/1/18,15,$13.88 
32,6/1/18,16,$17.34 
32,6/1/18,17,$19.77 
32,6/1/18,18,$18.89 
32,6/1/18,19,$19.29 
32,6/1/18,20,$17.81 
32,6/1/18,21,$17.04 
32,6/1/18,22,$19.93 
32,6/1/18,23,$20.37 
32,6/2/18,0,$21.49 
32,6/2/18,1,$22.06 
32,6/2/18,2,$21.43 
32,6/2/18,3,$18.49 
32,6/2/18,4,$7.56 
32,6/2/18,5,$7.13 
32,6/2/18,6,$4.58 
32,6/2/18,7,$2.85 
32,6/2/18,8,$2.50 
32,6/2/18,9,$2.96 
32,6/2/18,10,$5.53 
32,6/2/18,11,$9.08 
32,6/2/18,12,$11.50 
32,6/2/18,13,$15.68 
32,6/2/18,14,$18.28 
32,6/2/18,15,$13.97 
32,6/2/18,16,$12.45 
32,6/2/18,17,$12.70 
32,6/2/18,18,$11.87 
32,6/2/18,19,$12.26 
32,6/2/18,20,$12.68 
32,6/2/18,21,$13.32 
32,6/2/18,22,$13.10 
32,6/2/18,23,$12.97 
32,6/3/18,0,$13.93 
32,6/3/18,1,$16.50 
32,6/3/18,2,$17.69 
32,6/3/18,3,$14.28 
32,6/3/18,4,$10.33 
32,6/3/18,5,$7.56 
32,6/3/18,6,$5.00 
32,6/3/18,7,$2.88 
32,6/3/18,8,$2.07 
32,6/3/18,9,$2.48 
32,6/3/18,10,$3.82 
32,6/3/18,11,$7.18 
32,6/3/18,12,$10.87 
32,6/3/18,13,$12.87 
32,6/3/18,14,$16.38 
32,6/3/18,15,$19.47 
32,6/3/18,16,$20.47 
32,6/3/18,17,$20.69 
32,6/3/18,18,$24.60 
32,6/3/18,19,$23.33 
32,6/3/18,20,$25.14 
32,6/3/18,21,$21.96 
32,6/3/18,22,$19.70 
32,6/3/18,23,$21.36 
32,6/4/18,0,$24.47 
32,6/4/18,1,$24.74 
32,6/4/18,2,$23.11 
32,6/4/18,3,$18.81 
32,6/4/18,4,$9.83 
